,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,CSB1/ CSB2 endommagés, 4   ," 7,872   ", 11   ," 19,320   ", 19   ," 33,909   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 3   ," 6,257   ", 8   ," 15,276   ", 25   ," 44,607   ",,,,,,,,,,
,,Total SANTE , 10   ," 18,368   ", 25   ," 44,870   ", 54   ," 97,893   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 287   ," 14,344   ", 643   ," 32,127   "," 1,399   "," 69,946   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,16.88%," 12,393   ",26.94%," 27,758   ",43.97%," 60,433   ",,,,,,,,,,
,,Elévage,14.24%," 10,457   ",22.73%," 23,421   ",37.10%," 50,990   ",,,,,,,,,,
,,Pêche,2.72%," 1,994   ",4.33%," 4,466   ",7.07%," 9,722   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),17.45%," 12,809   ",27.84%," 28,690   ",45.44%," 62,462   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,ATSINANANA,,,,,,,,"Descriptions : 
(1) TOAMASINA : GIROFLE, CAFE, COMMERCE (ZONE 8)
La zone 8 sur la côte Est suit assez bien les limites de la région d’Analanjirofo. Elle est principalement formée de plaines côtières et de contreforts à pente douce menant aux hautes terres de la zone 7 à l’ouest. La pluviométrie annuelle se situe entre 1500 et 2000 mm/an, avec des quantités plus élevées vers l’est et des pluies concentrées entre novembre et avril.  

(2) CENTRE-EST : LETCHI, CAFE, AGRUMES (ZONE 13)
Située sur la côte est, cette zone est partagée entre les régions d’Atsinanana et Vatovavy-Fitovinany. La zone est principalement littorale sablonneuse avec aussi des bassins fluviaux sablo-limoneux. Le couvert végétal consiste principalement de mangroves sur le littoral, de forêt secondaire, de savanes, surtout de niaouli (eucalyptus). Les terrains les plus fertiles se trouvent autour de Mahanoro et Vatomandry. La densité démographique est d’environ 50 habitants/km2 en moyenne avec la plus grande densité sur le 
littoral. ",,,,,,
,,,,"Antanambao Manampotsy, Brickaville, Mahanoro, Marolambo, Toamasina I, Toamasina II, Vatomandry",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, CTI ,, CT ,, CT ,,,,,Nombre de population,,," 1,688,700   ",,,
,,Nom, CTI BATSIRAI (27 Janvier - 08 Février 2022) ,, ENAWO ,, AVA ,,,,,Nombre de district,,, 7   ,,,
,,Année, 2021-2022 ,, 2016-2017 ,, 2017-2018 ,,,,,Nombre de Commune,,, 95   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,," 1,081   ",,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 1,071,181   ",63.43%," 1,294,030   ",76.63%," 1,439,906   ",85.27%,,,,Taille de ménage,,,, 3.9   ,,
,,Menages exposés," 274,662   ",," 331,803   ",," 369,207   ",,,,,Population 5-17 ans scolarisable ,,,,32.00%,,
,,Commune exposée, 78   ,82.11%, 84   ,87.89%, 84   ,87.89%,,,,Enfant moins de 5 ans,,,,14.30%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,8.00%,,
,,Personnes affectées," 261,659   ",15.49%," 549,215   ",32.52%," 958,785   ",56.78%,,,,Femmes enceintes et allaitantes,,,,9.34%,,
,,Personnes sinistrées," 83,286   ",4.93%," 174,815   ",10.35%," 287,635   ",17.03%,,,,Personnes agées + 60 ans,,,,4.20%,,
,,Menages sinistrées," 21,355   ",," 44,824   ",," 73,753   ",,,,,,,,,,,
,,Déplacement préventive (pers)," 5,330   ",," 11,188   ",," 18,409   ",,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop)," 26,652   ",1.58%," 55,941   ",3.31%," 92,044   ",5.45%,,,, ZME , MG13 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 78   ,82.11%, 84   ,87.89%, 84   ,87.89%,,,,Très pauvres,31.83%,Toamasina (MG08)," - Cyclone (littoral)
 - Prix bas à la récolte",,,
,,Nombre FKT affectés, 635   ,58.70%, 790   ,73.08%, 898   ,83.02%,,,,Pauvre,32.94%,,,,,
,,,,,,,,,,,,Moyens,23.29%,Centre-Est (MG13)," - Cyclone (Décembre-avril)
 - Inondation (zones riveraines)/ Jan-février",,,
,,,,,,,,,,,,Riches,10.86%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite," 7,063   ",," 14,914   ",," 24,476   ",,,,,2014-2015, ZCIT , ZCIT 1  ,," 15,518   ",,
,,Case d'habitation innondée ," 2,711   ",," 5,725   ",," 9,395   ",,,,,2014-2015, ZCIT , ZCIT 2 ,, 922   ,,
,,Case d'habitation endommagés/ décoiffés," 11,346   ",," 23,958   ",," 39,319   ",,,,,2016-2017, CT , ENAWO ,," 28,358   ",,
,,TOTAL," 21,120   ",," 44,597   ",," 73,190   ",,,,,2017-2018, CT , AVA ,," 32,677   ",,
,,Ménages sans-abris (15 jours et +)," 9,774   ",," 20,639   ",," 33,871   ",,,,,2017-2018, FTT , ELIAKIM ,," 6,194   ",,
,,Personnes sans-abris  (15 jours et +)," 38,120   ",," 80,491   ",," 132,098   ",,,,,2019-2020, DT , Depression tropicale FRANCISCO ,," 2,506   ",,
,,,,,,,,,,,,2020-2021, FTT , FTT ELOISE (17 au 23 Janv 21) ,, 70   ,,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,2020-2021, TTM , TTM CHALANE (24 au 30 Déc 20) ,, 70   ,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,2021-2022, CT , CT EMNATI (16 au 26 Février 2022) ,," 5,502   ",,
,,,,,,,,,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,," 22,475   ",,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,2021-2022, TTM , TTM DUMAKO (14 AU 16 F2vrier 2022) ,," 9,541   ",,
,,Enfant moins de 5 ans," 11,910   "," 3,811   "," 24,999   "," 8,000   "," 41,132   "," 13,162   ",,,,2021-2022, ZCIT , ZCIT/Forte pluie du 17 Janvier 2022/TTM ANA ,," 2,740   ",,
,,Handicap," 6,663   "," 2,132   "," 13,985   "," 4,475   "," 23,011   "," 7,364   ",,,,2022-2023,FTT, FTT  CHENESO du 17 Janvier 2023 ,, 167   ,,
,,FEFA," 7,777   "," 2,489   "," 16,324   "," 5,224   "," 26,859   "," 8,595   ",,,,,,,,,,
,,Agées + 60 ans," 3,498   "," 1,119   "," 7,342   "," 2,350   "," 12,081   "," 3,866   ",,,,,,,,,,
,,TOTAL," 29,848   "," 9,551   "," 62,650   "," 20,048   "," 103,083   "," 32,987   ",,,,,,,,,,
,,Personnes en situation de malnutrition," 19,687   "," 6,300   "," 41,323   "," 13,223   "," 67,991   "," 21,757   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 41   ," 2,050   ", 108   ," 5,409   ", 242   ," 12,100   ",,,,,,,,,,
,,Salle de classe endommagée, 115   ," 5,750   ", 154   ," 7,713   ", 217   ," 10,850   ",,,,,,,,,,
,,Salle de classe décoiffée, 101   ," 5,050   ", 134   ," 6,717   ", 190   ," 9,500   ",,,,,,,,,,
,,Total EDUCATION , 257   ," 12,850   ", 397   ," 19,838   ", 649   ," 32,450   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 83,731   ",," 175,749   ",," 306,811   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 12   ," 24,180   ", 33   ," 63,802   ", 73   ," 142,721   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 35   ," 67,822   ", 47   ," 90,970   ", 66   ," 127,977   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 31   ," 59,565   ", 41   ," 79,224   ", 57   ," 112,054   ",,,,,,,,,,
,,Total SANTE , 78   ," 151,567   ", 120   ," 233,996   ", 196   ," 382,752   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH ," 1,342   "," 67,092   "," 2,816   "," 140,824   "," 4,917   "," 245,842   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone affectée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,17.66%," 48,507   ",0.00%, -   ,48.14%," 177,744   ",,,,,,,,,,
,,Elévage,16.76%," 46,025   ",0.00%, -   ,45.68%," 168,648   ",,,,,,,,,,
,,Pêche,4.30%," 11,808   ",0.00%, -   ,11.72%," 43,268   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),19.22%," 52,801   ",0.00%, -   ,52.40%," 193,478   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,ATSIMO ANDREFANA,,,,,,,,"Descriptions : 
SUD-OUEST : RIZ, POIS DU CAP (ZONE 20)
La zone possède un relief très varié. Elle est formée d’une zone côtière à l’ouest, d’une zone fluviale intermédiaire et d’une zone de plaines à l’est (alt 300 m-400 m). Elle renferme plusieurs rivières et de lacs (Ihotry et Ranobe), ainsi qu’un corridor forestier sur les plateaux Analavelona (altitude de 800 m). Ces plateaux constituent la principale source d’eau alimentant des rivières telles que Manombo sur laquelle sont construits plusieurs barrages. La végétation de la zone est aussi variée. Elle comprend quelques mangroves, un petit corridor forestier, la savane arbustive à l’ouest et la savane arborée à l’est. La zone possède des sols riches tels les vertisols au Sud et les sols alluvionnaires au bord des fleuves.",,,,,,
,,,,"Ampanihy Ouest, Ankazoabo, Benenitra, Beroroha, Betioky Sud, Morombe, Sakaraha, Toliara I, Toliara II",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, FTT ,, ZCIT ,, CT ,,,,,Nombre de population,,," 2,066,046   ",,,
,,Nom, FTT JASMINE (23 au 27 Avril 2022) ,, Inondation (due aux fortes pluies) ,, FUNDI ,,,,,Nombre de district,,, 9   ,,,
,,Année, 2021-2022 ,, 2018-2019 ,, 2014-2015 ,,,,,Nombre de Commune,,, 127   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,," 1,451   ",,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 506,582   ",24.52%," 513,254   ",24.84%," 677,754   ",32.80%,,,,Taille de ménage,,,, 4.3   ,,
,,Menages exposés," 117,810   ",," 119,361   ",," 157,617   ",,,,,Population 5-17 ans scolarisable ,,,,37.30%,,
,,Commune exposée, 34   ,26.77%, 36   ,27.95%, 36   ,28.35%,,,,Enfant moins de 5 ans,,,,16.30%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,5.00%,,
,,Personnes affectées," 53,766   ",2.60%," 96,980   ",4.69%," 217,290   ",10.52%,,,,Femmes enceintes et allaitantes,,,,8.83%,,
,,Personnes sinistrées," 18,361   ",0.89%," 30,869   ",1.49%," 65,187   ",3.16%,,,,Personnes agées + 60 ans,,,,3.70%,,
,,Menages sinistrées," 4,270   ",," 7,179   ",," 15,160   ",,,,,,,,,,,
,,Déplacement préventive (pers), 561   ,, 944   ,," 1,993   ",,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop)," 2,807   ",0.14%," 4,718   ",0.23%," 9,964   ",0.48%,,,, ZME , MG20 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 34   ,26.77%, 36   ,27.95%, 36   ,28.35%,,,,Très pauvres,35.00%," - Vols bovin, récolte (Aux alentours des fêtes)
 - Ravageurs des cultures (criquets, chenilles, punaises,…)/ Avec pluies abondantes, ~1/5 ans
 - Cyclones (Février-avril, ~1/7 ans)",,,,
,,Nombre FKT affectés, 168   ,11.58%, 174   ,11.99%, 273   ,18.78%,,,,Pauvre,30.00%,,,,,
,,,,,,,,,,,,Moyens,20.00%,,,,,
,,,,,,,,,,,,Riches,15.00%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite," 1,401   ",," 2,357   ",," 4,982   ",,,,,2014-2015, CT , FUNDI ,," 30,179   ",,
,,Case d'habitation innondée ," 1,628   ",," 2,738   ",," 5,788   ",,,,,2016-2017, CT , ENAWO ,, 95   ,,
,,Case d'habitation endommagés/ décoiffés," 1,198   ",," 2,015   ",," 4,260   ",,,,,2018-2019, FTT , EKETSANG ,," 2,120   ",,
,,TOTAL," 4,226   ",," 7,111   ",," 15,029   ",,,,,2018-2019, ZCIT , Inondation (due aux fortes pluies) ,," 20,672   ",,
,,Ménages sans-abris (15 jours et +)," 3,028   ",," 5,095   ",," 10,769   ",,,,,2021-2022, CT , CT EMNATI (16 au 26 Février 2022) ,, 77   ,,
,,Personnes sans-abris  (15 jours et +)," 13,022   ",," 21,910   ",," 46,308   ",,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,," 2,219   ",,
,,,,,,,,,,,,2021-2022, FTT , FTT JASMINE (23 au 27 Avril 2022) ,," 4,836   ",,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,2022-2023, FTT , FTT  CHENESO du 17 Janvier 2023 ,, 120   ,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans," 2,993   ", 457   ," 5,032   ", 769   ," 10,625   "," 1,624   ",,,,,,,,,,
,,Handicap, 918   , 140   ," 1,543   ", 236   ," 3,259   ", 498   ,,,,,,,,,,
,,FEFA," 1,622   ", 248   ," 2,726   ", 417   ," 5,757   ", 880   ,,,,,,,,,,
,,Agées + 60 ans, 679   , 104   ," 1,142   ", 175   ," 2,412   ", 369   ,,,,,,,,,,
,,TOTAL," 6,212   ", 950   ," 10,443   "," 1,596   "," 22,054   "," 3,371   ",,,,,,,,,,
,,Personnes en situation de malnutrition," 4,615   ", 705   ," 7,758   "," 1,186   "," 16,383   "," 2,504   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 44   ," 2,200   ", 54   ," 2,683   ", 84   ," 4,200   ",,,,,,,,,,
,,Salle de classe endommagée, 35   ," 1,750   ", 59   ," 2,958   ", 87   ," 4,350   ",,,,,,,,,,
,,Salle de classe décoiffée, 89   ," 4,450   ", 139   ," 6,942   ", 191   ," 9,550   ",,,,,,,,,,
,,Total EDUCATION , 168   ," 8,400   ", 252   ," 12,583   ", 362   ," 18,100   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 20,055   ",," 36,173   ",," 81,049   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 22   ," 47,084   ", 27   ," 57,429   ", 42   ," 89,888   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 17   ," 37,453   ", 29   ," 63,314   ", 43   ," 93,099   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 44   ," 95,239   ", 69   ," 148,565   ", 95   ," 204,389   ",,,,,,,,,,
,,Total SANTE , 84   ," 179,776   ", 125   ," 269,308   ", 180   ," 387,375   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 250   ," 12,504   ", 451   ," 22,553   "," 1,011   "," 50,533   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,0.00%, -   ,14.34%," 17,118   ",24.33%," 38,354   ",,,,,,,,,,
,,Elévage,0.00%, -   ,13.23%," 15,787   ",22.44%," 35,373   ",,,,,,,,,,
,,Pêche,0.00%, -   ,16.14%," 19,261   ",3.40%," 5,356   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),0.00%, -   ,16.14%," 19,261   ",27.38%," 43,155   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,ATSIMO ATSINANANA,,,,,,,,"Descriptions : 
(1) CORRIDOR : PRODUITS FORESTIERS, BANANES (ZONE 18)
Située au centre-est du Pays, la zone est caractérisée par de hautes terres et des falaises. Elle est traversée par plusieurs fleuves. La végétation est constituée par une forêt naturelle et une savane. La zone regorge de ressources minières (corindon, or), des produits halieutiques (anguille, écrevisse) et de produits forestiers (miel, bois de chauffe, bois de service, plantes médicinales, etc.). Le sol est de type latéritique et argileux. La pluviométrie annuelle varie entre 1000 et 2000 mm, avec une saison de pluies se situant surtout entre novembre à mai. Bien que les conditions climatiques soient favorables à une agriculture intensive, la petitesse de terres exploitables et l’état d’enclavement en limitent les possibilités.

(2) SUD-EST : CAFE, LETCHI, MANIOC (ZONE 19)
La zone couvre la frange littorale sud-est de Madagascar et des montagnes à forte pente. La zone est aussi traversée par plusieurs fleuves. Les sols sont de types ferralitiques, ferrugineux, sableux et hydromorphes. La zone est riche en ressources halieutiques, bois précieux et ressources minières (or, pierre précieuse, ilménite). La pluviométrie varie de 1700 à 3500 mm par an avec une hygrométrie de 80 pour cent entre novembre et mars, saison pendant la quelle les routes sont impraticables. ",,,,,,
,,,,"Befotaka, Farafangana, Midongy Atsimo, Vangaindrano, Vondrozo",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, CT ,, CTI ,, CT ,,,,,Nombre de population,,," 1,178,028   ",,,
,,Nom, ENAWO ,, CTI BATSIRAI (27 Janvier - 08 Février 2022) ,, CT EMNATI (16 au 26 Février 2022) ,,,,,Nombre de district,,, 5   ,,,
,,Année, 2016-2017 ,, 2021-2022 ,, 2021-2022 ,,,,,Nombre de Commune,,, 98   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 843   ,,,
,,Rafales,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 412,556   ",35.02%," 447,537   ",37.99%," 478,538   ",40.62%,,,,Taille de ménage,,,, 5.2   ,,
,,Menages exposés," 79,338   ",," 86,065   ",," 92,026   ",,,,,Population 5-17 ans scolarisable ,,,,37.80%,,
,,Commune exposée, 44   ,44.39%, 45   ,45.92%, 45   ,45.92%,,,,Enfant moins de 5 ans,,,,17.20%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,5.00%,,
,,Personnes affectées," 82,604   ",7.01%," 114,775   ",9.74%," 153,234   ",13.01%,,,,Femmes enceintes et allaitantes,,,,10.27%,,
,,Personnes sinistrées," 28,640   ",2.43%," 36,533   ",3.10%," 45,970   ",3.90%,,,,Personnes agées + 60 ans,,,,3.30%,,
,,Menages sinistrées," 5,508   ",," 7,026   ",," 8,840   ",,,,,,,,,,,
,,Déplacement préventive (pers)," 2,572   ",," 3,280   ",," 4,128   ",,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop)," 12,858   ",1.09%," 16,402   ",1.39%," 20,639   ",1.75%,,,, ZME , MG19 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 44   ,44.39%, 45   ,45.92%, 45   ,45.92%,,,,Très pauvres,36.00%,Sud-Est/ Intérieur (MG18)," - Inondation (zones proches de rivières)(Jan-Fev)
 - Eboulement (Déc-mars, juin-Sept), Sécheresse",,,
,,Nombre FKT affectés, 175   ,20.70%, 205   ,24.32%, 229   ,27.11%,,,,Pauvre,31.00%,,,,,
,,,,,,,,,,,,Moyens,22.00%,Sud-Est/ Litorale (MG19)," - Cyclone (Décembre-avril), Inondation (Jan-Fev)
 - Grêle",,,
,,,,,,,,,,,,Riches,11.00%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite," 1,808   ",," 2,311   ",," 2,915   ",,,,,2014-2015, FTT , CHEDZA ,," 9,564   ",,
,,Case d'habitation innondée ," 1,550   ",," 1,982   ",," 2,500   ",,,,,2016-2017, CT , ENAWO ,," 10,004   ",,
,,Case d'habitation endommagés/ décoiffés," 2,076   ",," 2,653   ",," 3,347   ",,,,,2017-2018, CT , AVA ,," 8,995   ",,
,,TOTAL," 5,434   ",," 6,947   ",," 8,763   ",,,,,2021-2022, CT , CT EMNATI (16 au 26 Février 2022) ,," 79,563   ",,
,,Ménages sans-abris (15 jours et +)," 3,358   ",," 4,293   ",," 5,416   ",,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,," 13,198   ",,
,,Personnes sans-abris  (15 jours et +)," 17,462   ",," 22,324   ",," 28,162   ",,,,,2022-2023, FTT , FTT  CHENESO du 17 Janvier 2023 ,," 4,867   ",,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,,,,,,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans," 4,926   "," 2,212   "," 6,284   "," 2,821   "," 7,907   "," 3,550   ",,,,,,,,,,
,,Handicap," 1,432   ", 643   ," 1,827   ", 820   ," 2,299   "," 1,032   ",,,,,,,,,,
,,FEFA," 2,943   "," 1,321   "," 3,753   "," 1,685   "," 4,723   "," 2,120   ",,,,,,,,,,
,,Agées + 60 ans, 945   , 424   ," 1,206   ", 541   ," 1,517   ", 681   ,,,,,,,,,,
,,TOTAL," 10,246   "," 4,600   "," 13,069   "," 5,868   "," 16,445   "," 7,383   ",,,,,,,,,,
,,Personnes en situation de malnutrition," 7,869   "," 3,533   "," 10,037   "," 4,506   "," 12,630   "," 5,670   ",,,,,,,,,,
